;SK_ID_CURR;PRED
781;263135;0.0
782;269356;0.0
783;239528;0.0
784;355931;0.0
785;300940;0.0
786;451495;0.0
787;450156;0.0
788;248885;0.0
789;355814;0.0
790;290055;0.6
791;275777;0.0
792;333879;0.0
793;395867;0.0
794;376678;0.0
795;110191;0.4
796;445733;0.0
797;304996;0.0
798;297710;0.0
799;294034;0.6
800;256430;0.0
801;426775;0.0
802;169617;0.0
803;150057;0.0
804;385445;0.0
805;232706;0.0
806;277313;0.0
807;287279;0.0
808;452687;0.0
809;372689;0.0
810;312391;0.0
811;259576;0.0
812;367131;0.0
813;120508;0.0
814;331245;0.0
815;338925;0.0
816;257246;0.0
817;160751;0.0
818;378007;0.0
819;355717;0.0
820;243271;0.0
821;267838;0.0
822;442806;0.0
823;380642;0.0
824;242153;0.0
825;235100;0.0
826;353951;0.0
827;436292;0.0
828;374462;1.0
829;144542;0.0
830;402099;0.0
831;254989;0.0
832;423455;0.0
833;349985;0.0
834;358093;0.0
835;411311;0.0
836;224209;0.8
837;378443;0.8
838;238997;0.0
839;139697;0.0
840;352493;0.0
841;212394;0.0
842;423306;0.0
843;209014;0.0
844;390004;0.0
845;151996;0.0
846;319005;0.0
847;330852;0.0
848;121823;0.0
849;455207;0.6
850;351983;0.0
851;141313;0.0
852;269446;0.0
853;146899;0.0
854;218364;0.0
855;211841;0.0
856;310165;0.0
857;130020;0.0
858;322284;0.0
859;155914;0.0
860;241637;0.0
861;372818;0.0
862;237477;0.2
863;337598;0.6
864;318773;0.0
865;278475;0.0
866;402569;1.0
867;442113;0.0
868;373282;0.0
869;104038;0.0
870;312606;0.0
871;445304;0.0
872;406432;0.0
873;272664;0.0
874;392865;0.0
875;408994;0.0
876;407185;0.0
877;191058;0.0
878;116166;0.0
879;177614;0.0
880;147266;0.0
881;231806;0.0
882;197549;0.0
883;340053;1.0
884;292201;0.0
885;417347;0.0
886;247667;0.0
887;216400;0.0
888;425846;0.0
889;218072;0.0
890;320652;0.0
891;144408;0.0
892;332217;0.0
893;276601;0.0
894;320246;0.0
895;176451;0.0
896;345589;0.0
897;314881;0.0
898;391187;0.0
899;389721;0.0
900;403146;0.0
901;350348;0.0
902;368932;0.0
903;431925;0.0
904;191269;0.8
905;136839;0.0
906;179484;0.0
907;324331;0.0
908;366290;0.0
909;296220;0.0
910;291984;0.0
911;366903;0.0
912;120141;0.0
913;300543;0.0
914;104117;0.0
915;242380;0.4
916;331283;0.0
917;451552;0.0
918;288100;0.0
919;141428;0.0
920;340280;0.0
921;387523;0.0
922;129679;0.0
923;266426;0.0
924;173962;0.0
925;456087;0.0
926;345637;0.0
927;445952;0.0
928;317214;0.8
929;190212;1.0
930;105459;0.0
931;105504;0.0
932;352755;0.0
933;361192;0.0
934;215359;0.0
935;229070;0.6
936;366357;0.0
937;251365;0.4
938;343161;0.0
939;283594;0.0
940;370249;0.0
941;207967;0.0
942;132433;0.0
943;390503;0.6
944;273189;0.0
945;236265;0.0
946;101648;0.0
947;299509;0.0
948;445624;0.0
949;184147;0.0
950;119796;0.0
951;285063;0.0
952;168527;0.0
953;349232;0.0
954;115064;0.0
955;300408;0.0
956;224389;0.0
957;299207;0.0
958;321812;0.0
959;432208;0.0
960;291420;0.0
961;278567;0.0
962;444747;0.0
963;394273;0.8
964;156334;0.0
965;118178;0.6
966;213367;0.0
967;240194;0.0
968;252100;0.6
969;322577;0.0
970;235287;1.0
971;238407;0.0
972;116075;0.0
973;420756;0.0
974;201511;0.0
975;376731;0.0
976;124242;0.0
977;177916;0.0
978;165559;0.0
979;236495;0.0
980;328691;0.0
981;112406;0.0
982;138727;0.0
983;256514;0.0
984;245325;0.0
985;134113;0.0
986;429280;0.6
987;345424;0.0
988;118602;0.8
989;360625;0.0
990;445264;0.0
991;286780;0.0
992;143490;0.0
993;134922;0.0
994;116451;0.0
995;389889;0.0
996;340350;0.8
997;231590;0.0
998;394955;0.0
999;251914;0.0
1000;437122;0.0
1001;366131;0.0
1002;250255;0.0
1003;411721;1.0
1004;206090;0.0
1005;280467;0.0
1006;192214;0.0
1007;445701;0.0
1008;382052;0.0
1009;268734;0.0
1010;176552;0.0
1011;144392;0.0
1012;186041;0.0
1013;343629;0.0
1014;368789;0.0
1015;212849;0.0
1016;328649;0.0
1017;353870;0.0
1018;179584;0.0
1019;276970;0.0
1020;439572;0.0
1021;390817;0.0
1022;436184;0.0
1023;248221;0.0
1024;291662;0.0
1025;163755;0.0
1026;277050;0.0
1027;383263;0.0
1028;174752;0.0
1029;255195;0.0
1030;334569;0.0
1031;158022;0.0
1032;393415;0.0
1033;401515;0.0
1034;114932;0.0
1035;158630;0.0
1036;282013;0.0
1037;361052;0.0
1038;202442;0.0
1039;298987;0.2
1040;120841;0.0
1041;279663;0.0
1042;241253;0.0
1043;364845;0.4
1044;437408;0.0
1045;128444;0.0
1046;127644;0.0
1047;367934;0.6
1048;138292;0.0
1049;318443;0.0
1050;152514;0.0
1051;224501;0.0
1052;353677;0.0
1053;110328;0.0
1054;138170;0.0
1055;350834;1.0
1056;133118;0.0
1057;447829;0.0
1058;408090;0.2
1059;301022;0.0
1060;180057;0.0
1061;304139;0.0
1062;389334;0.0
1063;274765;1.0
1064;360441;0.0
1065;333301;0.0
1066;395864;0.0
1067;237336;0.0
1068;314280;0.0
1069;210668;0.0
1070;126669;0.0
1071;153077;0.0
1072;397597;0.0
1073;339421;0.0
1074;212719;0.0
1075;335346;0.0
1076;159101;0.0
1077;276531;0.0
1078;129210;0.0
1079;248233;0.0
1080;383274;0.0
1081;126527;0.6
1082;390914;0.0
1083;152853;0.0
1084;352002;0.0
1085;441439;0.0
1086;233717;0.0
1087;156638;0.0
1088;315846;0.0
1089;437398;0.4
1090;451082;0.0
1091;400523;0.0
1092;274104;0.0
1093;281208;0.0
1094;415223;0.0
1095;316901;0.0
1096;420452;0.0
1097;121043;0.0
1098;358574;0.0
1099;176536;0.0
1100;339388;0.2
1101;315355;0.0
1102;310600;0.8
1103;110727;0.0
1104;265252;0.0
1105;345937;0.0
1106;295023;0.0
1107;330339;0.0
1108;194796;0.0
1109;415330;0.0
1110;207328;0.0
1111;438548;0.0
1112;310393;0.0
1113;175550;0.0
1114;111805;0.0
1115;398467;0.0
1116;105315;0.0
1117;438800;0.8
1118;366139;0.0
1119;284350;0.0
1120;345312;0.4
1121;101541;0.0
1122;308714;0.0
1123;447219;0.0
1124;411528;0.0
1125;142913;0.0
1126;106382;0.0
1127;329773;0.0
1128;380695;0.0
1129;289729;0.0
1130;377601;0.2
1131;242726;0.0
1132;349521;0.0
1133;330864;0.0
1134;270258;0.0
1135;282130;0.0
1136;227041;0.0
1137;296587;0.0
1138;267406;0.0
1139;188730;0.0
1140;246461;0.0
1141;330225;0.0
1142;382305;0.0
1143;299520;0.0
1144;282328;0.6
1145;165310;0.0
1146;322484;0.0
1147;426244;0.0
1148;167076;0.0
1149;157373;0.0
1150;196321;0.0
1151;372139;0.6
1152;407150;0.0
1153;111691;0.0
1154;402538;0.0
1155;133643;0.0
1156;376183;0.0
1157;295571;0.0
1158;446422;0.0
1159;126005;0.0
1160;365343;0.0
1161;331149;0.0
1162;335288;0.0
1163;105020;0.0
1164;331155;0.0
1165;398445;0.4
1166;418262;0.0
1167;227216;0.0
1168;346507;0.0
1169;220042;0.0
1170;166415;0.2
1171;173232;0.0
1172;261875;0.0
1173;156819;0.0
1174;407537;0.4
1175;287772;0.0
1176;253812;0.0
1177;404953;0.6
1178;388036;0.0
1179;168643;0.0
1180;151295;0.0
1181;287516;0.0
1182;300301;0.0
1183;385825;0.0
1184;342798;0.6
1185;363915;0.0
1186;337857;0.0
1187;410472;0.0
1188;375740;0.0
1189;455444;0.0
1190;330262;0.0
1191;371468;0.6
1192;189088;0.0
1193;226109;0.0
1194;409265;0.2
1195;372076;1.0
1196;287958;0.0
1197;383345;0.0
1198;161008;0.0
1199;344178;0.0
1200;200711;0.6
1201;312275;0.0
1202;228789;1.0
1203;107072;0.0
1204;106220;0.0
1205;392448;0.0
1206;268123;0.0
1207;211917;0.0
1208;110092;0.0
1209;239529;0.0
1210;176018;0.0
1211;358887;0.0
1212;424200;0.0
1213;223165;0.4
1214;293056;0.0
1215;198898;0.0
1216;406665;0.0
1217;185655;0.0
1218;168670;0.0
1219;432906;0.8
1220;334057;0.8
1221;141983;0.0
1222;240014;0.0
1223;414718;0.0
1224;256989;0.0
1225;337166;0.0
1226;375870;0.8
1227;146353;0.4
1228;371905;0.0
1229;317624;0.0
1230;322257;0.0
1231;380916;0.0
1232;377160;0.0
1233;316881;0.0
1234;271947;0.0
1235;275991;0.0
1236;352349;0.0
1237;263500;0.0
1238;422241;0.0
1239;181684;0.0
1240;153605;0.0
1241;190337;0.0
1242;264412;0.0
1243;220195;0.0
1244;448358;0.0
1245;263840;0.0
1246;283708;0.0
1247;243088;0.0
1248;421944;0.0
1249;441943;0.0
1250;148138;0.0
1251;391101;0.0
1252;126308;0.0
1253;429942;0.0
1254;229226;0.0
1255;238280;0.0
1256;318194;0.0
1257;143051;0.0
1258;288014;0.4
1259;386752;0.0
1260;286523;0.0
1261;367416;0.0
1262;188289;0.0
1263;254091;0.0
1264;315182;0.0
1265;210629;0.0
1266;270177;0.0
1267;209617;0.0
1268;235385;1.0
1269;173338;0.0
1270;234067;0.0
1271;351456;0.6
1272;314421;0.0
1273;442923;0.0
1274;408497;0.2
1275;256730;1.0
1276;371411;1.0
1277;241019;0.6
1278;102603;0.0
1279;347872;0.0
1280;205423;0.0
1281;323648;0.0
1282;364386;0.0
1283;154572;0.8
1284;416554;0.0
1285;181405;0.0
1286;118779;0.0
1287;204591;0.0
1288;249982;0.0
1289;199235;0.0
1290;369099;0.0
1291;113412;0.6
1292;299111;0.0
1293;423773;0.0
1294;454931;0.0
1295;272400;0.6
1296;111743;0.0
1297;428037;0.0
1298;419246;0.0
1299;261945;0.0
1300;101439;0.0
1301;165356;0.0
1302;106699;0.0
1303;281305;0.0
1304;427689;0.8
1305;133072;0.0
1306;365580;0.0
1307;199485;0.0
1308;155288;0.0
1309;302170;0.0
1310;321711;0.0
1311;115215;0.0
1312;291243;0.0
1313;323531;0.0
1314;187351;0.0
1315;128956;0.0
1316;134160;0.0
1317;382844;0.0
1318;150957;0.0
1319;256142;0.0
1320;376069;0.0
1321;453521;0.4
1322;321826;0.0
1323;329778;0.0
1324;169139;0.0
1325;121393;0.0
1326;396413;0.0
1327;233524;0.0
1328;157034;0.0
1329;330051;0.0
1330;253207;0.0
1331;109932;0.0
1332;405830;0.0
1333;293800;0.0
1334;390236;0.0
1335;425545;0.0
1336;275606;0.0
1337;131053;0.0
1338;128853;0.0
1339;436524;0.0
1340;389308;1.0
1341;430239;0.0
1342;432756;0.0
1343;337795;0.0
1344;320725;0.0
1345;215156;0.0
1346;416493;1.0
1347;298343;0.0
1348;148259;0.0
1349;103801;0.0
1350;450502;0.0
1351;280759;0.0
1352;456208;0.0
1353;316609;0.6
1354;283039;0.0
1355;216243;0.0
1356;154559;0.0
1357;360869;0.0
1358;341708;0.0
1359;154433;0.6
1360;276721;0.0
1361;237680;0.6
1362;406760;0.0
1363;242291;0.0
1364;367774;0.0
1365;431935;0.0
1366;254975;0.0
1367;124865;0.0
1368;180075;0.4
1369;395793;0.0
1370;306410;0.0
1371;413358;0.0
1372;184307;0.0
1373;439456;0.8
1374;387487;0.8
1375;230253;0.0
1376;152997;0.0
1377;396308;0.0
1378;132207;0.6
1379;359077;0.0
1380;422601;0.8
1381;154574;0.0
1382;232408;0.0
1383;230452;0.0
1384;374268;0.0
1385;372214;0.0
1386;274969;0.0
1387;169340;0.0
1388;301450;0.0
1389;326545;1.0
1390;190765;0.0
1391;144298;0.0
1392;401504;0.0
1393;291527;0.0
1394;299427;0.0
1395;352800;0.0
1396;211957;0.0
1397;360896;0.0
1398;437170;0.0
1399;429454;0.0
1400;291770;0.0
1401;228966;0.0
1402;183853;0.0
1403;271287;0.0
1404;374601;0.0
1405;104316;0.0
1406;239317;0.0
1407;312087;0.0
1408;274722;0.0
1409;400383;0.4
1410;198074;0.0
1411;204394;0.0
1412;160416;0.0
1413;410145;0.0
1414;168207;0.0
1415;219490;0.0
1416;283905;0.0
1417;162879;0.4
1418;194628;0.0
1419;120757;0.0
1420;301662;0.0
1421;376287;0.0
1422;344309;0.0
1423;329057;0.0
1424;316004;0.8
1425;103929;0.0
1426;306996;0.0
1427;164893;0.6
1428;446114;0.0
1429;441470;0.0
1430;117180;0.0
1431;227394;0.0
1432;319380;0.0
1433;352072;0.0
1434;213136;0.0
1435;339779;0.0
1436;245875;0.0
1437;203310;0.0
1438;170667;0.0
1439;237678;0.0
1440;388178;0.0
1441;344867;0.0
1442;343148;1.0
1443;355322;0.0
1444;257924;0.0
1445;326673;0.0
1446;214519;0.0
1447;270263;0.0
1448;380809;0.0
1449;333245;0.0
1450;418105;0.0
1451;419263;0.0
1452;139525;0.0
1453;278269;0.0
1454;315175;0.0
1455;260977;0.0
1456;188139;0.0
1457;293550;0.0
1458;311956;0.0
1459;341432;0.0
1460;111850;0.0
1461;221068;0.0
1462;262208;0.0
1463;328153;0.8
1464;272342;0.0
1465;221137;0.2
1466;399440;0.0
1467;262244;0.0
1468;178414;0.0
1469;356103;0.0
1470;275155;0.0
1471;118069;0.0
1472;295744;0.6
1473;389882;0.0
1474;354921;0.0
1475;274240;1.0
1476;241383;0.0
1477;105896;0.8
1478;399447;0.8
1479;173733;0.0
1480;429594;0.0
1481;400370;0.0
1482;359179;0.2
1483;346236;0.0
1484;139299;0.2
1485;268026;0.0
1486;199427;0.0
1487;319418;0.0
1488;306122;0.0
1489;405430;0.0
1490;245248;1.0
1491;356729;0.0
1492;302695;0.0
1493;451152;0.0
1494;127236;0.0
1495;166887;0.0
1496;203894;0.0
